Key,Param,Image,Genus,IncludeInKey,NoPict,Request,Ref,Footnote,Bull,ImageDetail
1,accordioncollapseOne001,https://nematode.unl.edu/cricone18.jpg,Mesocriconema,,,,,,,body
1,accordioncollapseOne001,https://nematode.unl.edu/cricone19.jpg,Mesocriconema,,,,,,,head
1,accordioncollapseOne001,https://nematode.unl.edu/cricone2.jpg,Mesocriconema,,,,,,,body
1,accordioncollapseOne001,https://nematode.unl.edu/cricone20.jpg,Mesocriconema,,,,,,,tail
1,accordioncollapseOne001,https://nematode.unl.edu/cricone21.jpg,Mesocriconema,,,,,,,head
1,accordioncollapseOne001,https://nematode.unl.edu/cricone22.jpg,Mesocriconema,,,,,,,tail
1,accordioncollapseOne001,https://nematode.unl.edu/cricone23.jpg,Mesocriconema,,,,,,,body
1,accordioncollapseOne001,https://nematode.unl.edu/cricone24.jpg,Mesocriconema,,,,,,,head
1,accordioncollapseOne001,https://nematode.unl.edu/cricone25.jpg,Mesocriconema,,,,,,,tail
1,accordioncollapseOne001,https://nematode.unl.edu/cricone3.jpg,Mesocriconema,,,,,,,head
1,accordioncollapseOne001,https://nematode.unl.edu/cricone4.jpg,Mesocriconema,,,,,,,tail
1,accordioncollapseOne001,https://nematode.unl.edu/cricone5.jpg,Mesocriconema,,,,,,,body
1,accordioncollapseOne001,https://nematode.unl.edu/cricone6.jpg,Mesocriconema,,,,,,,body
1,accordioncollapseOne001,https://nematode.unl.edu/cricone7.jpg,Mesocriconema,,,,,,,head
1,accordioncollapseOne001,https://nematode.unl.edu/cricone8.jpg,Mesocriconema,,,,,,,tail
1,accordioncollapseOne001,https://nematode.unl.edu/cricone9.jpg,Mesocriconema,,,,,,,midbodyannules
1,accordioncollapseOne001,https://nematode.unl.edu/criconms1.jpg,Mesocriconema,,,,,,,body
1,accordioncollapseOne001,https://nematode.unl.edu/criconms10.jpg,Mesocriconema,,,,,,,head
1,accordioncollapseOne001,https://nematode.unl.edu/criconms11.jpg,Mesocriconema,,,,,,,tail
1,accordioncollapseOne001,https://nematode.unl.edu/criconms12.jpg,Mesocriconema,,,,,,,body
1,accordioncollapseOne001,https://nematode.unl.edu/criconms13.jpg,Mesocriconema,,,,,,,head
1,accordioncollapseOne001,https://nematode.unl.edu/criconms14.jpg,Mesocriconema,,,,,,,tail
